 date: 25/03/2024, beginning time: 23:58:30.3841239, controller name: /js/covid19Data.js, action: GET, user name: unconnected, duration: 12ms.
 date: 26/03/2024, beginning time: 00:02:11.1938698, controller name: /Vaccination, action: GET, user name: unconnected, duration: 1ms.
 date: 26/03/2024, beginning time: 00:02:11.1970643, controller name: /Member, action: GET, user name: unconnected, duration: 5ms.
 date: 26/03/2024, beginning time: 00:02:15.7468619, controller name: /js/covid19Data.js, action: GET, user name: unconnected, duration: 0ms.
 date: 26/03/2024, beginning time: 00:02:15.7555705, controller name: /Vaccination, action: GET, user name: unconnected, duration: 1ms.
 date: 26/03/2024, beginning time: 00:02:15.7579318, controller name: /Member, action: GET, user name: unconnected, duration: 4ms.
 date: 26/03/2024, beginning time: 00:02:18.1775412, controller name: /js/covid19Data.js, action: GET, user name: unconnected, duration: 0ms.
 date: 26/03/2024, beginning time: 00:02:18.1801964, controller name: /Vaccination, action: GET, user name: unconnected, duration: 2ms.
 date: 26/03/2024, beginning time: 00:02:18.1822530, controller name: /Member, action: GET, user name: unconnected, duration: 4ms.
 date: 26/03/2024, beginning time: 00:02:34.8900950, controller name: /Vaccination, action: GET, user name: unconnected, duration: 1ms.
 date: 26/03/2024, beginning time: 00:02:34.8924601, controller name: /Member, action: GET, user name: unconnected, duration: 3ms.
 date: 26/03/2024, beginning time: 00:02:34.8975644, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 8ms.
 date: 26/03/2024, beginning time: 00:02:34.8989830, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 10ms.
 date: 26/03/2024, beginning time: 00:04:52.3160272, controller name: /Vaccination, action: GET, user name: unconnected, duration: 2ms.
 date: 26/03/2024, beginning time: 00:04:52.3208582, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 6ms.
 date: 26/03/2024, beginning time: 00:04:52.3214668, controller name: /Member, action: GET, user name: unconnected, duration: 8ms.
 date: 26/03/2024, beginning time: 00:04:52.3320711, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 17ms.
 date: 26/03/2024, beginning time: 00:04:54.9356001, controller name: /Vaccination, action: GET, user name: unconnected, duration: 1ms.
 date: 26/03/2024, beginning time: 00:04:54.9379420, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 3ms.
 date: 26/03/2024, beginning time: 00:04:54.9395448, controller name: /Member, action: GET, user name: unconnected, duration: 5ms.
 date: 26/03/2024, beginning time: 00:04:54.9395769, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 5ms.
 date: 26/03/2024, beginning time: 00:04:55.5853017, controller name: /Vaccination, action: GET, user name: unconnected, duration: 1ms.
 date: 26/03/2024, beginning time: 00:04:55.5867538, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 2ms.
 date: 26/03/2024, beginning time: 00:04:55.5876625, controller name: /Member, action: GET, user name: unconnected, duration: 3ms.
 date: 26/03/2024, beginning time: 00:04:55.5887516, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 4ms.
 date: 26/03/2024, beginning time: 00:04:56.0339116, controller name: /Vaccination, action: GET, user name: unconnected, duration: 1ms.
 date: 26/03/2024, beginning time: 00:04:56.0356003, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 3ms.
 date: 26/03/2024, beginning time: 00:04:56.0365736, controller name: /Member, action: GET, user name: unconnected, duration: 4ms.
 date: 26/03/2024, beginning time: 00:04:56.0374978, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 4ms.
 date: 26/03/2024, beginning time: 00:04:56.4386385, controller name: /Vaccination, action: GET, user name: unconnected, duration: 0ms.
 date: 26/03/2024, beginning time: 00:04:56.4401351, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 2ms.
 date: 26/03/2024, beginning time: 00:04:56.4401370, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 2ms.
 date: 26/03/2024, beginning time: 00:04:56.4425902, controller name: /Member, action: GET, user name: unconnected, duration: 5ms.
 date: 26/03/2024, beginning time: 00:04:57.1063685, controller name: /Vaccination, action: GET, user name: unconnected, duration: 1ms.
 date: 26/03/2024, beginning time: 00:04:57.1113766, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 5ms.
 date: 26/03/2024, beginning time: 00:04:57.1127018, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 8ms.
 date: 26/03/2024, beginning time: 00:04:57.1136416, controller name: /Member, action: GET, user name: unconnected, duration: 9ms.
 date: 26/03/2024, beginning time: 00:04:57.4728330, controller name: /Vaccination, action: GET, user name: unconnected, duration: 0ms.
 date: 26/03/2024, beginning time: 00:04:57.4746568, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 2ms.
 date: 26/03/2024, beginning time: 00:04:57.4749229, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 2ms.
 date: 26/03/2024, beginning time: 00:04:57.4775152, controller name: /Member, action: GET, user name: unconnected, duration: 5ms.
 date: 26/03/2024, beginning time: 00:04:57.8853318, controller name: /Vaccination, action: GET, user name: unconnected, duration: 1ms.
 date: 26/03/2024, beginning time: 00:04:57.8871328, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 2ms.
 date: 26/03/2024, beginning time: 00:04:57.8871328, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 2ms.
 date: 26/03/2024, beginning time: 00:04:57.8885904, controller name: /Member, action: GET, user name: unconnected, duration: 4ms.
 date: 26/03/2024, beginning time: 00:05:00.3519057, controller name: /Vaccination, action: GET, user name: unconnected, duration: 1ms.
 date: 26/03/2024, beginning time: 00:05:00.3539964, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 3ms.
 date: 26/03/2024, beginning time: 00:05:00.3539965, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 3ms.
 date: 26/03/2024, beginning time: 00:05:00.3552512, controller name: /Member, action: GET, user name: unconnected, duration: 4ms.
 date: 26/03/2024, beginning time: 00:05:37.8312078, controller name: /Vaccination, action: GET, user name: unconnected, duration: 1ms.
 date: 26/03/2024, beginning time: 00:05:37.8343587, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 4ms.
 date: 26/03/2024, beginning time: 00:05:37.8343588, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 4ms.
 date: 26/03/2024, beginning time: 00:05:37.8346582, controller name: /Member, action: GET, user name: unconnected, duration: 5ms.
 date: 26/03/2024, beginning time: 00:05:38.9547401, controller name: /Vaccination, action: GET, user name: unconnected, duration: 0ms.
 date: 26/03/2024, beginning time: 00:05:38.9565790, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 2ms.
 date: 26/03/2024, beginning time: 00:05:38.9581044, controller name: /Member, action: GET, user name: unconnected, duration: 4ms.
 date: 26/03/2024, beginning time: 00:05:38.9655694, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 3ms.
 date: 26/03/2024, beginning time: 00:05:39.9043744, controller name: /Vaccination, action: GET, user name: unconnected, duration: 0ms.
 date: 26/03/2024, beginning time: 00:05:39.9062084, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 2ms.
 date: 26/03/2024, beginning time: 00:05:39.9065613, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 3ms.
 date: 26/03/2024, beginning time: 00:05:39.9088141, controller name: /Member, action: GET, user name: unconnected, duration: 5ms.
 date: 26/03/2024, beginning time: 00:06:32.0350071, controller name: /Vaccination, action: GET, user name: unconnected, duration: 580ms.
 date: 26/03/2024, beginning time: 00:06:32.0869082, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 630ms.
 date: 26/03/2024, beginning time: 00:06:32.0868100, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 630ms.
 date: 26/03/2024, beginning time: 00:06:32.0993419, controller name: /Member, action: GET, user name: unconnected, duration: 643ms.
 date: 26/03/2024, beginning time: 00:06:35.0216497, controller name: /Vaccination, action: GET, user name: unconnected, duration: 53ms.
 date: 26/03/2024, beginning time: 00:06:35.0307016, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 62ms.
 date: 26/03/2024, beginning time: 00:06:35.0308004, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 62ms.
 date: 26/03/2024, beginning time: 00:06:35.0336210, controller name: /Member, action: GET, user name: unconnected, duration: 65ms.
 date: 26/03/2024, beginning time: 00:06:40.5472808, controller name: /Member, action: PUT, user name: unconnected, duration: 127ms.
 date: 26/03/2024, beginning time: 00:06:40.5978511, controller name: /Vaccination, action: GET, user name: unconnected, duration: 4ms.
 date: 26/03/2024, beginning time: 00:06:40.6044223, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 9ms.
 date: 26/03/2024, beginning time: 00:06:40.6044222, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 9ms.
 date: 26/03/2024, beginning time: 00:06:40.6068999, controller name: /Member, action: GET, user name: unconnected, duration: 13ms.
 date: 26/03/2024, beginning time: 00:06:45.9534791, controller name: /Member, action: PUT, user name: unconnected, duration: 65ms.
 date: 26/03/2024, beginning time: 00:06:45.9931793, controller name: /Vaccination, action: GET, user name: unconnected, duration: 1ms.
 date: 26/03/2024, beginning time: 00:06:45.9968986, controller name: /Member, action: GET, user name: unconnected, duration: 5ms.
 date: 26/03/2024, beginning time: 00:06:45.9989532, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 7ms.
 date: 26/03/2024, beginning time: 00:06:46.0018339, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 10ms.
 date: 26/03/2024, beginning time: 00:06:50.8331030, controller name: /Member, action: PUT, user name: unconnected, duration: 15ms.
 date: 26/03/2024, beginning time: 00:06:50.8820149, controller name: /Vaccination, action: GET, user name: unconnected, duration: 2ms.
 date: 26/03/2024, beginning time: 00:06:50.8850984, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 5ms.
 date: 26/03/2024, beginning time: 00:06:50.8860744, controller name: /Member, action: GET, user name: unconnected, duration: 7ms.
 date: 26/03/2024, beginning time: 00:06:50.8867960, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 7ms.
 date: 26/03/2024, beginning time: 00:07:53.8779711, controller name: /Vaccination, action: POST, user name: unconnected, duration: 62ms.
 date: 26/03/2024, beginning time: 00:08:27.6127117, controller name: /Vaccination, action: POST, user name: unconnected, duration: 7ms.
 date: 26/03/2024, beginning time: 00:09:06.3682169, controller name: /Vaccination/1, action: DELETE, user name: unconnected, duration: 19ms.
 date: 26/03/2024, beginning time: 00:09:16.2647308, controller name: /Vaccination/2, action: DELETE, user name: unconnected, duration: 7ms.
 date: 26/03/2024, beginning time: 00:09:19.2688556, controller name: /Vaccination/3, action: DELETE, user name: unconnected, duration: 11ms.
 date: 26/03/2024, beginning time: 00:09:25.4365192, controller name: /Vaccination/0, action: DELETE, user name: unconnected, duration: 2ms.
 date: 26/03/2024, beginning time: 00:11:03.1810463, controller name: /Vaccination, action: POST, user name: unconnected, duration: 9ms.
 date: 26/03/2024, beginning time: 00:11:13.4212331, controller name: /Vaccination, action: POST, user name: unconnected, duration: 0ms.
 date: 26/03/2024, beginning time: 00:11:20.4617938, controller name: /Vaccination, action: POST, user name: unconnected, duration: 1ms.
 date: 26/03/2024, beginning time: 00:11:25.7459968, controller name: /Vaccination, action: POST, user name: unconnected, duration: 8ms.
 date: 26/03/2024, beginning time: 00:12:42.0804918, controller name: /Vaccination, action: POST, user name: unconnected, duration: 6ms.
 date: 26/03/2024, beginning time: 00:13:27.5668510, controller name: /Vaccination, action: POST, user name: unconnected, duration: 1370ms.
 date: 26/03/2024, beginning time: 00:14:07.4644247, controller name: /Vaccination, action: POST, user name: unconnected, duration: 939ms.
 date: 26/03/2024, beginning time: 00:14:47.0759098, controller name: /Vaccination, action: POST, user name: unconnected, duration: 25ms.
 date: 26/03/2024, beginning time: 00:15:14.2843871, controller name: /Vaccination, action: POST, user name: unconnected, duration: 40ms.
 date: 28/03/2024, beginning time: 17:04:49.3959414, controller name: /Vaccination, action: GET, user name: unconnected, duration: 1244ms.
 date: 28/03/2024, beginning time: 17:04:49.3959514, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 1244ms.
 date: 28/03/2024, beginning time: 17:04:50.2351371, controller name: /Vaccination, action: GET, user name: unconnected, duration: 41ms.
 date: 28/03/2024, beginning time: 17:04:50.2357644, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 42ms.
 date: 28/03/2024, beginning time: 17:04:51.1436153, controller name: /Vaccination, action: GET, user name: unconnected, duration: 5ms.
 date: 28/03/2024, beginning time: 17:04:51.1438506, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 5ms.
 date: 28/03/2024, beginning time: 17:04:51.1778661, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 9ms.
 date: 28/03/2024, beginning time: 17:04:51.1889643, controller name: /Member, action: GET, user name: unconnected, duration: 20ms.
 date: 28/03/2024, beginning time: 17:12:55.3902588, controller name: /Vaccination, action: GET, user name: unconnected, duration: 11ms.
 date: 28/03/2024, beginning time: 17:12:55.3981055, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 19ms.
 date: 28/03/2024, beginning time: 17:12:55.4134506, controller name: /Member, action: GET, user name: unconnected, duration: 8ms.
 date: 28/03/2024, beginning time: 17:12:55.4152714, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 9ms.
 date: 28/03/2024, beginning time: 17:13:27.0618307, controller name: /Vaccination, action: GET, user name: unconnected, duration: 2ms.
 date: 28/03/2024, beginning time: 17:13:27.0631039, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 3ms.
 date: 28/03/2024, beginning time: 17:13:27.0804546, controller name: /Member, action: GET, user name: unconnected, duration: 5ms.
 date: 28/03/2024, beginning time: 17:13:27.0806861, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 5ms.
 date: 28/03/2024, beginning time: 17:13:27.3037779, controller name: /Member, action: POST, user name: unconnected, duration: 297ms.
 date: 28/03/2024, beginning time: 17:13:30.3147657, controller name: /Vaccination, action: GET, user name: unconnected, duration: 2ms.
 date: 28/03/2024, beginning time: 17:13:30.3156911, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 3ms.
 date: 28/03/2024, beginning time: 17:13:30.3332909, controller name: /Member, action: GET, user name: unconnected, duration: 3ms.
 date: 28/03/2024, beginning time: 17:13:30.3335736, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 3ms.
 date: 28/03/2024, beginning time: 17:13:33.6634327, controller name: /Vaccination, action: GET, user name: unconnected, duration: 3ms.
 date: 28/03/2024, beginning time: 17:13:33.6655599, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 5ms.
 date: 28/03/2024, beginning time: 17:13:33.6833744, controller name: /Member, action: GET, user name: unconnected, duration: 3ms.
 date: 28/03/2024, beginning time: 17:13:33.6837473, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 4ms.
 date: 28/03/2024, beginning time: 17:14:37.8065194, controller name: /Member, action: POST, user name: unconnected, duration: 13ms.
 date: 28/03/2024, beginning time: 17:14:43.3288382, controller name: /Vaccination, action: GET, user name: unconnected, duration: 3ms.
 date: 28/03/2024, beginning time: 17:14:43.3300906, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 4ms.
 date: 28/03/2024, beginning time: 17:14:43.3430318, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 3ms.
 date: 28/03/2024, beginning time: 17:14:43.3435908, controller name: /Member, action: GET, user name: unconnected, duration: 3ms.
 date: 28/03/2024, beginning time: 17:14:43.3873700, controller name: /Vaccination, action: GET, user name: unconnected, duration: 2ms.
 date: 28/03/2024, beginning time: 17:14:43.3887983, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 4ms.
 date: 28/03/2024, beginning time: 17:14:43.4106283, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 4ms.
 date: 28/03/2024, beginning time: 17:14:43.4171906, controller name: /Member, action: GET, user name: unconnected, duration: 10ms.
 date: 28/03/2024, beginning time: 17:14:46.3731196, controller name: /Vaccination, action: GET, user name: unconnected, duration: 2ms.
 date: 28/03/2024, beginning time: 17:14:46.3733620, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 3ms.
 date: 28/03/2024, beginning time: 17:14:46.3908055, controller name: /Member, action: GET, user name: unconnected, duration: 3ms.
 date: 28/03/2024, beginning time: 17:14:46.3927549, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 5ms.
 date: 28/03/2024, beginning time: 18:18:25.9208504, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 1045ms.
 date: 28/03/2024, beginning time: 18:18:25.9209320, controller name: /Vaccination, action: GET, user name: unconnected, duration: 1045ms.
 date: 28/03/2024, beginning time: 18:18:26.0729024, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 45ms.
 date: 28/03/2024, beginning time: 18:18:26.0779152, controller name: /Member, action: GET, user name: unconnected, duration: 50ms.
 date: 28/03/2024, beginning time: 18:18:55.6544001, controller name: /Vaccination, action: POST, user name: unconnected, duration: 614ms.
 date: 28/03/2024, beginning time: 18:19:09.2382476, controller name: /Vaccination, action: GET, user name: unconnected, duration: 17ms.
 date: 28/03/2024, beginning time: 18:20:13.7938952, controller name: /Vaccination, action: GET, user name: unconnected, duration: 5ms.
 date: 28/03/2024, beginning time: 18:20:13.7987648, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 10ms.
 date: 28/03/2024, beginning time: 18:20:13.8209756, controller name: /Member, action: GET, user name: unconnected, duration: 10ms.
 date: 28/03/2024, beginning time: 18:20:13.8215954, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 4ms.
 date: 28/03/2024, beginning time: 18:20:37.5319623, controller name: /Member, action: POST, user name: unconnected, duration: 38ms.
 date: 28/03/2024, beginning time: 18:20:40.0781701, controller name: /Vaccination, action: GET, user name: unconnected, duration: 2ms.
 date: 28/03/2024, beginning time: 18:20:40.0796273, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 4ms.
 date: 28/03/2024, beginning time: 18:20:40.1032229, controller name: /Member, action: GET, user name: unconnected, duration: 2ms.
 date: 28/03/2024, beginning time: 18:20:40.1132703, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 4ms.
 date: 28/03/2024, beginning time: 18:20:41.4316289, controller name: /Vaccination, action: GET, user name: unconnected, duration: 2ms.
 date: 28/03/2024, beginning time: 18:20:41.4326171, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 3ms.
 date: 28/03/2024, beginning time: 18:20:41.4447208, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 2ms.
 date: 28/03/2024, beginning time: 18:20:41.4450032, controller name: /Member, action: GET, user name: unconnected, duration: 2ms.
 date: 28/03/2024, beginning time: 18:25:34.7136802, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 741ms.
 date: 28/03/2024, beginning time: 18:25:34.7136802, controller name: /Vaccination, action: GET, user name: unconnected, duration: 741ms.
 date: 28/03/2024, beginning time: 18:25:34.7921284, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 69ms.
 date: 28/03/2024, beginning time: 18:25:34.7964245, controller name: /Member, action: GET, user name: unconnected, duration: 73ms.
 date: 28/03/2024, beginning time: 18:26:00.9498947, controller name: /Vaccination, action: GET, user name: unconnected, duration: 6ms.
 date: 28/03/2024, beginning time: 18:26:00.9522775, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 9ms.
 date: 28/03/2024, beginning time: 18:26:00.9764547, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 17ms.
 date: 28/03/2024, beginning time: 18:26:00.9766666, controller name: /Member, action: GET, user name: unconnected, duration: 17ms.
 date: 28/03/2024, beginning time: 18:26:01.1805558, controller name: /Member, action: POST, user name: unconnected, duration: 283ms.
 date: 28/03/2024, beginning time: 18:28:04.8922312, controller name: /Vaccination, action: GET, user name: unconnected, duration: 4ms.
 date: 28/03/2024, beginning time: 18:28:04.8942394, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 6ms.
 date: 28/03/2024, beginning time: 18:28:04.9503298, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 3ms.
 date: 28/03/2024, beginning time: 18:28:04.9503814, controller name: /Member, action: GET, user name: unconnected, duration: 3ms.
 date: 28/03/2024, beginning time: 18:28:10.1674189, controller name: /Vaccination, action: GET, user name: unconnected, duration: 2ms.
 date: 28/03/2024, beginning time: 18:28:10.1685845, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 3ms.
 date: 28/03/2024, beginning time: 18:28:10.2122619, controller name: /Member, action: GET, user name: unconnected, duration: 4ms.
 date: 28/03/2024, beginning time: 18:28:10.2122619, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 4ms.
 date: 28/03/2024, beginning time: 18:29:32.0363160, controller name: /Vaccination, action: GET, user name: unconnected, duration: 3ms.
 date: 28/03/2024, beginning time: 18:29:32.0369597, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 4ms.
 date: 28/03/2024, beginning time: 18:29:32.1511200, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 3ms.
 date: 28/03/2024, beginning time: 18:29:32.1548746, controller name: /Member, action: GET, user name: unconnected, duration: 7ms.
 date: 28/03/2024, beginning time: 18:30:24.4942756, controller name: /Vaccination, action: POST, user name: unconnected, duration: 348ms.
 date: 28/03/2024, beginning time: 18:30:34.8526705, controller name: /DatesOfIllness, action: GET, user name: unconnected, duration: 3ms.
 date: 28/03/2024, beginning time: 18:30:34.8578554, controller name: /Vaccination, action: GET, user name: unconnected, duration: 8ms.
 date: 28/03/2024, beginning time: 18:30:34.8922881, controller name: /NotVaccinatedCount, action: GET, user name: unconnected, duration: 5ms.
 date: 28/03/2024, beginning time: 18:30:34.8922803, controller name: /Member, action: GET, user name: unconnected, duration: 5ms.
 date: 28/03/2024, beginning time: 18:31:44.9575122, controller name: /Member, action: POST, user name: unconnected, duration: 12ms.
 date: 28/03/2024, beginning time: 18:35:25.0570722, controller name: /Member, action: POST, user name: unconnected, duration: 8ms.
 date: 28/03/2024, beginning time: 18:35:45.1556398, controller name: /Member, action: POST, user name: unconnected, duration: 784ms.
 date: 28/03/2024, beginning time: 18:42:10.6260337, controller name: /Member, action: POST, user name: unconnected, duration: 25ms.
 date: 28/03/2024, beginning time: 18:42:46.1866342, controller name: /Member, action: POST, user name: unconnected, duration: 818ms.
 date: 28/03/2024, beginning time: 18:51:16.0924804, controller name: /Member, action: POST, user name: unconnected, duration: 2418ms.
 date: 28/03/2024, beginning time: 18:52:30.3126384, controller name: /Member, action: POST, user name: unconnected, duration: 797ms.
 date: 28/03/2024, beginning time: 18:53:51.1251383, controller name: /Member, action: POST, user name: unconnected, duration: 1278ms.
 date: 28/03/2024, beginning time: 18:54:42.3561157, controller name: /Member, action: POST, user name: unconnected, duration: 835ms.
 date: 28/03/2024, beginning time: 18:57:47.6717986, controller name: /Member, action: POST, user name: unconnected, duration: 815ms.
 date: 28/03/2024, beginning time: 18:58:56.0325681, controller name: /Member, action: POST, user name: unconnected, duration: 1063ms.
 date: 28/03/2024, beginning time: 19:00:11.7613930, controller name: /Member, action: POST, user name: unconnected, duration: 855ms.
